Date               ,Heartrate
2019-10-21 13:44:02,87
2019-10-21 13:44:03,89
2019-10-21 13:44:04,88
2019-10-21 13:44:06,88
2019-10-21 13:44:08,87
2019-10-21 13:44:09,84
2019-10-21 13:44:10,81
2019-10-21 13:44:12,78
2019-10-21 13:44:13,75
2019-10-21 13:44:14,74
2019-10-21 13:44:15,75
2019-10-21 13:44:17,77
2019-10-21 13:44:18,78
2019-10-21 13:44:19,79
2019-10-21 13:44:20,78
2019-10-21 13:44:22,77
2019-10-21 13:44:23,77
2019-10-21 13:44:24,77
2019-10-21 13:44:25,77
2019-10-21 13:44:29,76
2019-10-21 13:44:30,76
2019-10-21 13:44:35,77
2019-10-21 13:44:36,78
2019-10-21 13:44:38,79
2019-10-21 13:44:39,80
2019-10-21 13:44:44,80
2019-10-21 13:44:45,80
2019-10-21 13:44:46,79
2019-10-21 13:44:47,79
2019-10-21 13:44:52,79
2019-10-21 13:44:53,79
2019-10-21 13:44:57,80
2019-10-21 13:44:58,78
2019-10-21 13:45:01,75
2019-10-21 13:45:02,73
2019-10-21 13:45:04,73
2019-10-21 13:45:06,73
2019-10-21 13:45:07,74
2019-10-21 13:45:08,76
2019-10-21 13:45:09,78
2019-10-21 13:45:11,80
2019-10-21 13:45:12,81
2019-10-21 13:45:13,82
2019-10-21 13:45:14,81
2019-10-21 13:45:17,79
2019-10-21 13:45:18,81
2019-10-21 13:45:19,84
2019-10-21 13:45:20,87
2019-10-21 13:45:22,88
2019-10-21 13:45:23,89
2019-10-21 13:45:26,88
2019-10-21 13:45:28,88
2019-10-21 13:45:33,87
2019-10-21 13:45:37,87
2019-10-21 13:45:39,88
2019-10-21 13:45:40,87
2019-10-21 13:45:41,82
2019-10-21 13:45:42,77
2019-10-21 13:45:44,73
2019-10-21 13:45:45,71
2019-10-21 13:45:46,69
2019-10-21 13:45:47,68
2019-10-21 13:45:48,67
2019-10-21 13:45:51,70
2019-10-21 13:45:52,73
2019-10-21 13:45:53,75
2019-10-21 13:45:55,78
2019-10-21 13:45:56,83
2019-10-21 13:45:57,88
2019-10-21 13:45:58,92
2019-10-21 13:46:00,91
2019-10-21 13:46:01,88
2019-10-21 13:46:02,85
2019-10-21 13:46:03,84
2019-10-21 13:46:04,84
2019-10-21 13:46:07,85
2019-10-21 13:46:08,86
2019-10-21 13:46:13,84
2019-10-21 13:46:15,81
2019-10-21 13:46:17,80
2019-10-21 13:46:18,81
2019-10-21 13:46:19,78
2019-10-21 13:46:20,73
2019-10-21 13:46:22,68
2019-10-21 13:46:23,66
2019-10-21 13:46:24,68
2019-10-21 13:46:25,69
2019-10-21 13:46:26,72
2019-10-21 13:46:28,77
2019-10-21 13:46:29,81
2019-10-21 13:46:30,84
2019-10-21 13:46:31,85
2019-10-21 13:46:33,87
2019-10-21 13:46:34,88
2019-10-21 13:46:36,89
2019-10-21 13:46:39,89
2019-10-21 13:46:40,87
2019-10-21 13:46:41,88
2019-10-21 13:46:42,89
2019-10-21 13:46:44,87
2019-10-21 13:46:45,85
2019-10-21 13:46:46,83
2019-10-21 13:46:47,81
2019-10-21 13:46:52,81
2019-10-21 13:46:55,82
2019-10-21 13:46:56,84
2019-10-21 13:46:57,85
2019-10-21 13:46:58,85
2019-10-21 13:47:00,83
2019-10-21 13:47:01,82
2019-10-21 13:47:04,83
2019-10-21 13:47:06,83
2019-10-21 13:47:09,82
2019-10-21 13:47:11,82
2019-10-21 13:47:15,81
2019-10-21 13:47:17,79
2019-10-21 13:47:19,79
2019-10-21 13:47:24,80
2019-10-21 13:47:25,81
2019-10-21 13:47:30,82
2019-10-21 13:47:31,84
2019-10-21 13:47:34,85
2019-10-21 13:47:36,86
2019-10-21 13:47:41,87
2019-10-21 13:47:42,89
2019-10-21 13:47:44,91
2019-10-21 13:47:45,93
2019-10-21 13:47:46,94
2019-10-21 13:47:47,96
2019-10-21 13:47:49,97
2019-10-21 13:47:50,91
2019-10-21 13:47:51,84
2019-10-21 13:47:52,83
2019-10-21 13:47:57,83
2019-10-21 13:47:58,84
2019-10-21 13:48:00,85
2019-10-21 13:48:01,86
2019-10-21 13:48:06,87
2019-10-21 13:48:11,88
2019-10-21 13:48:12,90
2019-10-21 13:48:15,91
2019-10-21 13:48:17,93
2019-10-21 13:48:18,95
2019-10-21 13:48:19,96
2019-10-21 13:48:20,97
2019-10-21 13:48:22,96
2019-10-21 13:48:23,93
2019-10-21 13:48:24,89
2019-10-21 13:48:25,85
2019-10-21 13:48:27,82
2019-10-21 13:48:28,81
2019-10-21 13:48:29,81
2019-10-21 13:48:30,82
2019-10-21 13:48:31,83
2019-10-21 13:48:33,83
2019-10-21 13:48:34,83
2019-10-21 13:48:39,84
2019-10-21 13:48:40,85
2019-10-21 13:48:41,86
2019-10-21 13:48:45,87
2019-10-21 13:48:46,88
2019-10-21 13:48:47,90
2019-10-21 13:48:49,91
2019-10-21 13:48:51,90
2019-10-21 13:48:52,89
2019-10-21 13:48:53,88
2019-10-21 13:49:00,87
2019-10-21 13:49:04,86
2019-10-21 13:49:06,85
2019-10-21 13:49:07,82
2019-10-21 13:49:08,77
2019-10-21 13:49:09,72
2019-10-21 13:49:11,69
2019-10-21 13:49:12,68
2019-10-21 13:49:13,67
2019-10-21 13:49:14,68
2019-10-21 13:49:16,67
2019-10-21 13:49:17,65
2019-10-21 13:49:18,63
2019-10-21 13:49:19,63
2019-10-21 13:49:20,65
2019-10-21 13:49:22,66
2019-10-21 13:49:23,69
2019-10-21 13:49:24,74
2019-10-21 13:49:25,78
2019-10-21 13:49:27,80
2019-10-21 13:49:30,79
2019-10-21 13:49:31,79
2019-10-21 13:49:36,80
2019-10-21 13:49:38,80
2019-10-21 13:49:42,79
2019-10-21 13:49:44,80
2019-10-21 13:49:45,83
2019-10-21 13:49:46,86
2019-10-21 13:49:47,89
2019-10-21 13:49:49,92
2019-10-21 13:49:50,93
2019-10-21 13:49:51,94
2019-10-21 13:49:52,96
2019-10-21 13:49:53,97
2019-10-21 13:49:55,96
2019-10-21 13:49:56,93
2019-10-21 13:49:57,89
2019-10-21 13:49:58,85
2019-10-21 13:50:00,83
2019-10-21 13:50:01,82
2019-10-21 13:50:02,82
2019-10-21 13:50:03,82
2019-10-21 13:50:05,83
2019-10-21 13:50:07,81
2019-10-21 13:50:08,80
2019-10-21 13:50:09,81
2019-10-21 13:50:11,83
2019-10-21 13:50:12,85
2019-10-21 13:50:13,87
2019-10-21 13:50:14,86
2019-10-21 13:50:16,85
2019-10-21 13:50:17,84
2019-10-21 13:50:18,83
2019-10-21 13:50:19,82
2019-10-21 13:50:24,82
2019-10-21 13:50:29,82
2019-10-21 13:50:33,83
2019-10-21 13:50:34,81
2019-10-21 13:50:38,78
2019-10-21 13:50:39,78
2019-10-21 13:50:40,81
2019-10-21 13:50:41,83
2019-10-21 13:50:44,84
2019-10-21 13:50:45,84
2019-10-21 13:50:50,84
2019-10-21 13:50:55,84
2019-10-21 13:50:58,83
2019-10-21 13:51:00,85
2019-10-21 13:51:01,88
2019-10-21 13:51:02,90
2019-10-21 13:51:03,92
2019-10-21 13:51:05,92
2019-10-21 13:51:09,91
2019-10-21 13:51:11,90
2019-10-21 13:51:12,88
2019-10-21 13:51:13,87
2019-10-21 13:51:14,86
2019-10-21 13:51:16,84
2019-10-21 13:51:20,83
2019-10-21 13:51:22,82
2019-10-21 13:51:27,82
2019-10-21 13:51:31,83
2019-10-21 13:51:33,84
2019-10-21 13:51:34,85
2019-10-21 13:51:35,84
2019-10-21 13:51:38,82
2019-10-21 13:51:39,82
2019-10-21 13:51:40,82
2019-10-21 13:51:41,82
2019-10-21 13:51:43,83
2019-10-21 13:51:44,83
2019-10-21 13:51:46,82
2019-10-21 13:51:47,81
2019-10-21 13:51:49,80
2019-10-21 13:51:50,79
2019-10-21 13:51:55,78
2019-10-21 13:51:56,77
2019-10-21 13:51:57,75
2019-10-21 13:51:58,72
2019-10-21 13:52:00,69
2019-10-21 13:52:01,65
2019-10-21 13:52:02,63
2019-10-21 13:52:03,65
2019-10-21 13:52:05,66
2019-10-21 13:52:06,69
2019-10-21 13:52:07,74
2019-10-21 13:52:08,78
2019-10-21 13:52:09,81
2019-10-21 13:52:11,82
2019-10-21 13:52:12,83
2019-10-21 13:52:13,83
2019-10-21 13:52:14,84
2019-10-21 13:52:16,85
2019-10-21 13:52:17,86
2019-10-21 13:52:18,87
2019-10-21 13:52:19,89
2019-10-21 13:52:21,90
2019-10-21 13:52:22,90
2019-10-21 13:52:23,89
2019-10-21 13:52:24,88
2019-10-21 13:52:25,85
2019-10-21 13:52:27,81
2019-10-21 13:52:28,80
2019-10-21 13:52:32,80
2019-10-21 13:52:33,81
2019-10-21 13:52:36,82
2019-10-21 13:52:38,83
2019-10-21 13:52:39,85
2019-10-21 13:52:40,87
2019-10-21 13:52:41,88
2019-10-21 13:52:43,90
2019-10-21 13:52:44,91
2019-10-21 13:52:45,89
2019-10-21 13:52:46,85
2019-10-21 13:52:48,83
2019-10-21 13:52:51,83
2019-10-21 13:52:52,83
2019-10-21 13:52:55,82
2019-10-21 13:52:56,81
2019-10-21 13:52:57,80
2019-10-21 13:52:59,79
2019-10-21 13:53:03,80
2019-10-21 13:53:05,80
2019-10-21 13:53:09,80
2019-10-21 13:53:16,81
2019-10-21 13:53:17,82
2019-10-21 13:53:18,83
2019-10-21 13:53:19,82
2019-10-21 13:53:21,82
2019-10-21 13:53:27,81
2019-10-21 13:53:29,80
2019-10-21 13:53:30,79
2019-10-21 13:53:34,80
2019-10-21 13:53:35,81
2019-10-21 13:53:36,80
2019-10-21 13:53:38,76
2019-10-21 13:53:39,74
2019-10-21 13:53:43,73
2019-10-21 13:53:44,73
2019-10-21 13:53:45,75
2019-10-21 13:53:46,78
2019-10-21 13:53:47,81
2019-10-21 13:53:49,84
2019-10-21 13:53:50,85
2019-10-21 13:53:51,86
2019-10-21 13:53:55,87
2019-10-21 13:53:56,84
2019-10-21 13:53:57,81
2019-10-21 13:53:58,79
2019-10-21 13:54:00,79
2019-10-21 13:54:01,79
2019-10-21 13:54:02,79
2019-10-21 13:54:03,80
2019-10-21 13:54:05,81
2019-10-21 13:54:08,82
2019-10-21 13:54:10,83
2019-10-21 13:54:11,82
2019-10-21 13:54:12,82
2019-10-21 13:54:17,82
2019-10-21 13:54:22,81
2019-10-21 13:54:27,79
2019-10-21 13:54:28,78
2019-10-21 13:54:29,81
2019-10-21 13:54:30,83
2019-10-21 13:54:32,85
2019-10-21 13:54:33,87
2019-10-21 13:54:34,88
2019-10-21 13:54:35,88
2019-10-21 13:54:36,89
2019-10-21 13:54:38,90
2019-10-21 13:54:40,93
2019-10-21 13:54:41,97
2019-10-21 13:54:43,100
2019-10-21 13:54:44,100
2019-10-21 13:54:45,100
2019-10-21 13:54:46,100
2019-10-21 13:54:47,99
2019-10-21 13:54:49,96
2019-10-21 13:54:50,91
2019-10-21 13:54:51,86
2019-10-21 13:54:52,82
2019-10-21 13:54:54,83
2019-10-21 13:54:56,86
2019-10-21 13:54:57,88
2019-10-21 13:54:59,86
2019-10-21 13:55:00,82
2019-10-21 13:55:01,79
2019-10-21 13:55:02,78
2019-10-21 13:55:03,78
2019-10-21 13:55:07,79
2019-10-21 13:55:08,80
2019-10-21 13:55:13,81
2019-10-21 13:55:14,81
2019-10-21 13:55:16,80
2019-10-21 13:55:17,79
2019-10-21 13:55:18,79
2019-10-21 13:55:19,78
2019-10-21 13:55:21,75
2019-10-21 13:55:22,71
2019-10-21 13:55:23,67
2019-10-21 13:55:24,63
2019-10-21 13:55:25,58
2019-10-21 13:55:27,56
2019-10-21 13:55:28,54
2019-10-21 13:55:29,50
2019-10-21 13:55:30,48
2019-10-21 13:55:32,50
2019-10-21 13:55:33,53
2019-10-21 13:55:34,57
2019-10-21 13:55:35,61
2019-10-21 13:55:36,63
2019-10-21 13:55:38,66
2019-10-21 13:55:39,72
2019-10-21 13:55:40,77
2019-10-21 13:55:41,80
2019-10-21 13:55:43,83
2019-10-21 13:55:44,85
2019-10-21 13:55:45,84
2019-10-21 13:55:48,81
2019-10-21 13:55:49,79
2019-10-21 13:55:54,79
2019-10-21 13:55:55,80
2019-10-21 13:55:56,80
2019-10-21 13:56:01,81
2019-10-21 13:56:03,82
2019-10-21 13:56:05,81
2019-10-21 13:56:07,80
2019-10-21 13:56:08,83
2019-10-21 13:56:10,86
2019-10-21 13:56:11,87
2019-10-21 13:56:12,90
2019-10-21 13:56:13,92
2019-10-21 13:56:14,91
2019-10-21 13:56:16,90
2019-10-21 13:56:17,89
2019-10-21 13:56:18,88
2019-10-21 13:56:19,85
2019-10-21 13:56:21,81
2019-10-21 13:56:22,78
2019-10-21 13:56:23,76
2019-10-21 13:56:24,75
2019-10-21 13:56:25,76
2019-10-21 13:56:27,78
2019-10-21 13:56:30,79
2019-10-21 13:56:33,79
2019-10-21 13:56:38,79
2019-10-21 13:56:43,78
2019-10-21 13:56:48,77
2019-10-21 13:56:49,76
2019-10-21 13:56:50,77
2019-10-21 13:56:51,77
2019-10-21 13:56:56,77
2019-10-21 13:57:01,77
2019-10-21 13:57:05,76
2019-10-21 13:57:07,76
2019-10-21 13:57:12,76
2019-10-21 13:57:15,77
2019-10-21 13:57:16,77
2019-10-21 13:57:21,78
2019-10-21 13:57:22,79
2019-10-21 13:57:23,80
2019-10-21 13:57:28,80
2019-10-21 13:57:33,80
2019-10-21 13:57:37,79
2019-10-21 13:57:38,78
2019-10-21 13:57:43,76
2019-10-21 13:57:44,74
2019-10-21 13:57:45,72
2019-10-21 13:57:46,73
2019-10-21 13:57:48,78
2019-10-21 13:57:49,82
2019-10-21 13:57:50,83
2019-10-21 13:57:51,82
2019-10-21 13:57:56,82
2019-10-21 13:58:00,83
2019-10-21 13:58:01,84
2019-10-21 13:58:05,85
2019-10-21 13:58:07,85
2019-10-21 13:58:12,85
2019-10-21 13:58:17,85
2019-10-21 13:58:22,85
2019-10-21 13:58:27,85
2019-10-21 13:58:32,85
2019-10-21 13:58:37,84
2019-10-21 13:58:41,83
2019-10-21 13:58:44,82
2019-10-21 13:58:46,83
2019-10-21 13:58:48,83
2019-10-21 13:58:51,84
2019-10-21 13:58:53,87
2019-10-21 13:58:54,90
2019-10-21 13:58:55,91
2019-10-21 13:58:56,90
2019-10-21 13:58:57,89
2019-10-21 13:59:02,83
2019-10-21 13:59:04,75
2019-10-21 13:59:05,72
2019-10-21 13:59:07,71
2019-10-21 13:59:08,73
2019-10-21 13:59:10,76
2019-10-21 13:59:11,79
2019-10-21 13:59:12,81
2019-10-21 13:59:17,82
2019-10-21 13:59:18,83
2019-10-21 13:59:23,83
2019-10-21 13:59:24,83
2019-10-21 13:59:26,82
2019-10-21 13:59:27,82
2019-10-21 13:59:28,83
2019-10-21 13:59:29,84
2019-10-21 13:59:30,85
2019-10-21 13:59:32,86
2019-10-21 13:59:37,86
2019-10-21 13:59:39,85
2019-10-21 13:59:40,83
2019-10-21 13:59:41,82
2019-10-21 13:59:48,81
2019-10-21 13:59:49,80
2019-10-21 13:59:50,78
2019-10-21 13:59:53,76
2019-10-21 13:59:54,75
2019-10-21 13:59:55,74
2019-10-21 13:59:56,75
2019-10-21 13:59:57,76
2019-10-21 13:59:59,78
2019-10-21 14:00:00,79
2019-10-21 14:00:01,78
2019-10-21 14:00:06,77
2019-10-21 14:00:08,76
2019-10-21 14:00:11,77
2019-10-21 14:00:12,77
2019-10-21 14:00:17,78
2019-10-21 14:00:21,79
2019-10-21 14:00:22,80
2019-10-21 14:00:23,81
2019-10-21 14:00:24,82
2019-10-21 14:00:26,81
2019-10-21 14:00:28,79
2019-10-21 14:00:29,78
2019-10-21 14:00:30,77
2019-10-21 14:00:32,76
2019-10-21 14:00:37,75
2019-10-21 14:00:38,74
2019-10-21 14:00:39,73
2019-10-21 14:00:42,74
2019-10-21 14:00:43,75
2019-10-21 14:00:44,76
2019-10-21 14:00:45,78
2019-10-21 14:00:46,79
2019-10-21 14:00:48,80
2019-10-21 14:00:51,79
2019-10-21 14:00:53,79
2019-10-21 14:00:54,80
2019-10-21 14:00:55,81
2019-10-21 14:00:56,82
2019-10-21 14:00:59,83
2019-10-21 14:01:02,82
2019-10-21 14:01:04,81
2019-10-21 14:01:05,80
2019-10-21 14:01:06,79
2019-10-21 14:01:11,78
2019-10-21 14:01:12,77
2019-10-21 14:01:15,77
2019-10-21 14:01:16,78
2019-10-21 14:01:18,79
2019-10-21 14:01:19,81
2019-10-21 14:01:21,82
2019-10-21 14:01:22,83
2019-10-21 14:01:23,82
2019-10-21 14:01:24,81
2019-10-21 14:01:26,79
2019-10-21 14:01:27,78
2019-10-21 14:01:29,78
2019-10-21 14:01:33,79
2019-10-21 14:01:34,80
2019-10-21 14:01:39,81
2019-10-21 14:01:43,81
2019-10-21 14:01:48,81
2019-10-21 14:01:50,80
2019-10-21 14:01:51,78
2019-10-21 14:01:54,77
2019-10-21 14:01:55,76
2019-10-21 14:02:00,76
2019-10-21 14:02:01,77
2019-10-21 14:02:02,77
2019-10-21 14:02:07,78
2019-10-21 14:02:11,79
2019-10-21 14:02:12,80
2019-10-21 14:02:17,81
2019-10-21 14:02:21,82
2019-10-21 14:02:22,81
2019-10-21 14:02:26,80
2019-10-21 14:02:27,78
2019-10-21 14:02:28,77
2019-10-21 14:02:29,76
2019-10-21 14:02:31,77
2019-10-21 14:02:32,77
2019-10-21 14:02:37,77
2019-10-21 14:02:40,77
2019-10-21 14:02:42,79
2019-10-21 14:02:46,82
2019-10-21 14:02:48,82
2019-10-21 14:02:50,80
2019-10-21 14:02:51,79
2019-10-21 14:02:53,76
2019-10-21 14:02:54,74
2019-10-21 14:02:55,72
2019-10-21 14:02:56,69
2019-10-21 14:02:58,71
2019-10-21 14:02:59,74
2019-10-21 14:03:00,77
2019-10-21 14:03:01,81
2019-10-21 14:03:02,86
2019-10-21 14:03:04,88
2019-10-21 14:03:06,88
2019-10-21 14:03:07,87
2019-10-21 14:03:10,85
2019-10-21 14:03:11,84
2019-10-21 14:03:12,82
2019-10-21 14:03:13,81
2019-10-21 14:03:15,79
2019-10-21 14:03:16,77
2019-10-21 14:03:17,73
2019-10-21 14:03:21,71
2019-10-21 14:03:22,72
2019-10-21 14:03:23,75
2019-10-21 14:03:24,79
2019-10-21 14:03:26,81
2019-10-21 14:03:27,82
2019-10-21 14:03:28,82
2019-10-21 14:03:29,82
2019-10-21 14:03:31,82
2019-10-21 14:03:32,82
2019-10-21 14:03:33,81
2019-10-21 14:03:38,80
2019-10-21 14:03:39,78
2019-10-21 14:03:40,77
2019-10-21 14:03:42,76
2019-10-21 14:03:46,75
